description,label,releasetime,title
华尔街分析师周三(4月19日)发出警告称，各项压力指标均显示，当前的金融市场恐慌情绪正在急剧上升。,,2017-04-19 19:36,九张图说明全球金融市场恐慌情绪正急剧上升
荷兰合作银行（RABO BANK NEDERL-ANDS）周三(4月19日)发表汇市分析报告称，料美元年内将持续走弱。,,2017-04-19 19:17,荷兰合作银行：料美元后市将持续走弱
外汇期权的合约布局会影响外汇市场价格行为，因而受到市场关注。以下为北京时间周三(4月19日)22:00到期的外汇期权合约及...,"外汇市场,外汇",2017-04-19 18:42,截止4月19日22:00到期的外汇期权合约及规模一览
法国大选首轮投票将在本周日（4月23日）举行。目前根据最新民调显示，行情十分胶着，没有明显迹象显示谁胜选可能性更大。,,2017-04-19 18:31,法国大选引爆市场避险情绪 但终究会回暖
此前投资者普遍预计，主流的亲欧元的法国大选候选人最终将会赢得最后一轮选举。然而，在最近的民意测验中，四名主要候选人...,,2017-04-19 18:19,法国大选扑所迷离 市场青睐避险资产
?韩国总统大选居于领先地位候选人的顾问表示，预期与美国重新协商自由贸易协定将不会损及两国之间的贸易关系，重新磋商后...,,2017-04-19 18:18,重新协商美韩自贸协定不会妨碍两国间贸易
随着通胀预期大幅下滑，市场开始撤回对美联储将在6月提高利率的预期。,美联储,2017-04-19 18:08,通胀预期大幅下滑！美联储六月加息恐成疑
《华尔街日报》周三(4月19日)撰文指出，当前中国管理层开始整顿对外投资，阻止企业向境外汇出资金，试图保住其快速缩水的外...,外汇,2017-04-19 18:04,外媒：中国资本管制反倒抑制了投资流入
北京时间周二(4月18日)欧盘，英镑上演深V反弹，在跌至1.2520之后迅速反弹至1.2900上方，刷新去年12月6日来新高。因英国首相...,,2017-04-19 17:58,提前大选就能说明英镑要大涨？
今日欧盘，英镑兑美元在高位盘整，目前交投于1.2830附近。汇价在经历震荡修复后，仍将继续上攻，预计短期有望超过1.30的整数...,,2017-04-19 17:57,中线伏击：英镑兑美元或将冲击1.3230
全球三大评级机构之一的惠誉(Fitch)周三(4月19日)发布分析报告称，预计在今年接下来的时间内，亚太地区的经济仍将保持相...,,2017-04-19 17:47,惠誉：亚太地经济总体向好，但仍存风险因素
北京时间周三(4月19日)，欧盟统计局公布了欧元区3月CPI数据。公 布数据显示，欧元区3月CPI月率为0.8%，符合预期，好于前值的...,,2017-04-19 17:40,欧元区3月CPI数据为欧银减少财政刺激提供了支持
据BBC报道，英国首相特雷沙-梅（Theresa May）周三(4月19日)表示，或将在两年内结束脱欧谈判。,,2017-04-19 17:29,英国首相：两年内争取完成“脱欧”谈判
据彭博社称，随着通胀预期大幅下滑，交易员开始撤回对美联储将在6月份提高利率的预期。,美联储,2017-04-19 17:18,美联储6月加息概率大跌 已不足五成
《华尔街日报》周三(4月19日) 撰文指出，无可忽视！美联储、欧洲央行和日本央行的资产负债表总计达13万亿美元左右，这是一个...,美联储,2017-04-19 17:11,警报！全球三大央行债务大幅超预期
周三公布的欧元区3月未季调CPI年率终值录得1.50%，虽然在2月短暂达到2%的欧央行目标后再次回落，但是欧元区的通胀已经开...,,2017-04-19 17:06,欧元区3月CPI小幅回落！经济前景稳定乐观
周三(4月19日)欧市早盘，欧元/美元位于1.0715附近水平徘徊。上一交易日汇价一路涨至1.0736，之后自该点回撤走低，目前走势...,,2017-04-19 17:03,交易员：欧/美突破1.0737 多头直奔1.0906
北京时间周二(4月18日)下午，英国首相特雷莎·梅（Theresa May）宣布了“惊天大消息”，称计划将在6月8日举行提前大选，虽然政...,,2017-04-19 16:56,英国为什么要提前进行大选？
IMF在最新的全球经济展望报告中表示，预期表现持续疲软的发达经济体将受惠于全球制造业和贸易从去年夏季开始加快的周期...,,2017-04-19 16:56,全球经济增速加快！唯有中国小幅放缓
渣打银行近日在报告中称，全面上调人民币汇率今年各季度预测，并指出今年内人民币不会破7，明年预期在7.02。,,2017-04-19 16:50,人民币不会破7?渣打全面上调人民币汇率预测
"三菱东京日联(BTMU)周三(4月19日)发布汇市分析报告称，年内澳洲联储料维稳,短期澳元或持续调整。",,2017-04-19 16:46,"BTMU：澳洲联储料维稳,短期澳元或持续调整"
周三(4月19日)欧市盘中，欧元/美元走高，最高升至1.0736，为3月30日以来的最高水平，这波欧/美的上涨主要受镑/美暴涨带动欧...,,2017-04-19 16:36,欧元能否持续强劲反弹？你需要关注这些方面
三菱东京日联认为，由于昨日澳联储公布的4月货币政策会议纪要立场偏鸽派，近期澳元将持续于当前水平附近调整。,,2017-04-19 16:36,BTMU：澳联储或将继续维稳 澳元短期持续承压
著名的华尔街投行高盛表示，很多基本面因素已经发生了变化，使得做多美元已经不再是顶级交易推荐的对象。,,2017-04-19 16:15,高盛：美国通货再膨胀放缓 不再看多美元
上周三美国总统特朗普对强势美元进行抱怨后美元开始走低，但分析师预计美元将会很快反弹。,,2017-04-19 16:12,尽管遭遇特朗普阻击 但美元将很快反弹
周三(4月19日)据报道，美国近期公布的经济数据不佳，尤其是通胀通胀相关的指标下滑，美联储的加息概率骤降。据悉，导致这种...,美联储,2017-04-19 16:10,特朗普施政不利 美联储夏季加息已成小概率
周二，高盛集团正式宣布放弃看涨美元的观点，加入瑞士信贷和瑞穗金融集团等一众近期愈加看跌美元的投行行列。分析人士称，...,,2017-04-19 16:02,美元真要变天了？高盛的这一做法说明一切
据CNBC报道，美国总统特朗普周二(4月18日)签署一项行政命令，以兑现其就职演说中“买美国货，雇美国人”的承诺。,,2017-04-19 15:55,特朗普签署行政命令兑现“买美国货，雇美国人”承诺
今年韩国央行将可能加息一次，幅度尚未明确，而支撑韩国央行能够出手加息的理由，可能还是韩国经济正在快速复苏。,,2017-04-19 15:11,韩国央行或考虑在年内上调基准利率
周三(4月19日)欧市早盘，英镑/美元位于1.2825附近水平徘徊。上一交易日汇价涨至1.2904后小幅回撤，目前继续维持缓慢下行行...,,2017-04-19 15:07,交易员：英镑暴涨后进入修正 技术面仍然看多
北京时间周二(4月18日)，英国首相特雷莎·梅（Theresa May）突然宣布6月提前大选，随后英镑攀升至去年12月以来最高水平。,,2017-04-19 14:53,野村证券：提前大选将使镑/美到达1.32位置
丹麦丹斯克银行(Danske Bank)周三(4月19日) 发布汇市分析报告称，预计三个月内欧元兑美元料将陷于1.04-1.10区间交投。,,2017-04-19 14:43,丹斯克银行：料欧/美将陷于1.04-1.10区间交投
道明证券(TD Securities)周二(4月18日)发布分析报告称，英国首相特雷莎·梅（Theresa May）宣布英国提前进行大选，我们认为...,,2017-04-19 14:28,道明证券：英国提前大选让英镑未来更具关注度
本周市场紧盯法国大选，风险主要来自本周日的一轮选举，不过，极左翼候选人梅朗雄(Jean-Luc Melenchon)在民调中“异军突起...,,2017-04-19 14:26,法国大选上演极左VS极右巅峰对决  欧元生死一念间
周三市场聚焦在英国提前大选和法国大选，亚市盘中，澳元兑美元跌幅扩大，短线失守100日均线，刷新一周低点至0.7516，跌幅约...,,2017-04-19 13:58,大华银行：欧元、英镑、澳元、日元技术分析
上周末，富国银行驻纽约外汇策略业务主管Nicholas Bennenbroek撰文指出，亚洲新兴货币好日子就要到头了！,外汇,2017-04-19 13:40,亚洲新兴货币好日子就要到头了！
美国财政部周五表示不再将中国列为“汇率操纵国”，由此一场贸易战爆发的可能性大大减小，纽约房产业也因此获益颇丰。,,2017-04-19 11:50,特朗普弃“中国操纵汇率”说 纽约一行业获益颇丰
隔夜英国首相特雷莎·梅要求在6月提前举行议会选举，令市场大感意外，盘中英镑/美元飙升2.7%，触及1.2904的10月初来最高。 ...,,2017-04-19 11:07,已被严重低估？ 2017年英镑或将开启8年周期大轮回
英国首相特雷莎·梅18日宣布将于今年6月8日提前举行大选，英镑在这一消息公布后急速飙涨。然而，旧金山联储银行一份最新的...,,2017-04-19 11:00,特蕾莎梅提前选举？其实无论如何 英镑疲弱仍为大趋势
法国总统大选第一轮选举将于周日（4月23日）举行， 据Kantar Sofres民调，法国总统候选人马克龙首轮投票支持率为24%，勒庞2...,,2017-04-19 10:25,法国大选第一轮可能令欧元/美元刷出新低后见底？
隔夜英国首相特里莎·梅要求提前大选，英镑爆拉触及逾六个月高位；美国制造业产值创8月份以来最大降幅、美债收益率下降打压...,,2017-04-19 10:08,美债收益率重挫打压美元 英镑/美元暴涨或刚刚开始！
周三亚市早盘，澳元兑美元小幅下探，刷新四日低点至0.7528，跌幅约0.44%，下方100日均线支撑位于0.7523。此前稍早，澳大利亚...,,2017-04-19 09:57,法国农贷：澳元继续承压  保持看空澳元叉盘
受英国提前大选影响，隔夜英镑英镑暴涨近400点， 同时带动欧元兑美元飙涨0.85%最高触及1.0735，周三亚市早盘，欧元对美元交...,,2017-04-19 09:46,丹斯克：欧元短期趋于下行 关注两大风险因素
受英国提前大选消息刺激，隔夜凌晨英镑兑美元涨破1.2775，涨幅扩大至218点或1.7%，刷新2016年10月4日以来高位至1.2784，较...,,2017-04-19 09:32,英国提前大选神助攻  英镑完美技术突破目标价1.3445
当地时间周二下午，美国总统特朗普签署鼓励联邦政府机构“买美国货、雇美国人”的行政令，要求审查H-1B签证方案，抨击这类签...,,2017-04-19 06:37,夜盘综述:川普签行政令审查H-1B签证 梅姨宣布提前大选
日本央行将在下周的政策会议上提供季度展望报告。据知情人士透露，日本央行正在考虑下调通胀预期。,,2017-04-19 06:26,知情人士：日本央行下周将下调通胀预期
法国总统大选第一轮选举将于周日（4月23日）举行，这场政治博弈关系重大。过去一周的民调显示，第二轮大选的大门对四个候选...,,2017-04-19 04:11,欧元在法国一轮大选的4种排列组合会怎么走？
当地时间周二，与英国首相意外宣布提前大选带来的冲击相反的是，英镑大幅飙升，投资者期望英国6月的大选能够稳定住国内政...,,2017-04-19 02:35,英国首相赌一把提前大选 英镑的长期走势迎来转变
当地时间周二，英国首相Theresa May“不情愿地”宣布提前大选，她指责议会在英国退欧上立场分裂，之前支持她的势力突然逆转...,,2017-04-19 00:13,英国提前大选意味着什么 特丽莎梅的一次集权行动？
英国首相特蕾莎·梅再一次惊掉了全世界的下巴。她意外宣布，因议会内部存在分歧，希望英国将于6月8日提前举行大选。经过工党...,,2017-04-19 00:00,英国6月提前大选为什么让英镑大幅飙升
星展银行在2017年第二季投资展望指出，由于市场对美国总统特朗普领导世界最大经济体的能力感到担忧，第二季度全球股市可...,美联储,2017-04-18 21:48,星展银行：美联储或将加息至少三次
据彭博社报道，美国财政部在上周发布的半年度汇率报告列出了潜在的汇率操纵国。其中，在“监视名单”上的六个国家中，瑞士赫...,,2017-04-18 21:25,瑞士官方：冤枉啊！真没有操纵汇率
据韩联社16日报道，美副总统彭斯（Mike Pence）于当地时间16日下午3时许抵达韩国首都首尔以南的乌山空军基地，开始三天的韩...,,2017-04-18 21:15,美国副总统：将检讨和调整美韩自贸协定
周二（4月18日)，由于受到英国大选提前至今年6月8日的消息刺激，汇市英镑/美元狂飙，带动欧系货币反弹，进而打压美元，美元指...,,2017-04-18 21:12,英镑/美元狂飙200点不止 这个市场“疯”了？
瑞士持续被列为美国认定的汇率操纵国观察名单中，对此，瑞士国家金融事务国务秘书Jorg Gasser周二接受CNBC采访时表示，瑞...,,2017-04-18 21:05,瑞士并没有操纵汇率！只是瑞郎被高估
北京时间周二(4月18日)，美国官方公布了美国3月新屋开工总数年化数据。公布数据显示，美国3月新屋开工总数年化数为121.5万...,,2017-04-18 20:58,暴风雪影响致3月份美国新屋开工数创三年新低
据央视新闻报道，国务院总理李克强周二(4月18日)在贯彻新发展理念培育发展新动能座谈会上表示，当前迹象显示市场对人民币...,,2017-04-18 20:36,李克强：市场对人民币的信心显著增强
北京时间4月18日下午，英国首相特雷莎·梅（Theresa May）宣布了“惊天大消息”，称计划将在6月8日举行提前大选，虽然政府有与...,,2017-04-18 20:23,英国突然决定提前大选 众多机构纷纷置评
今日欧盘，澳元兑纽元持续下跌，目前交投于1.0725附近，预计汇价将在1.0700企稳后，展开新一轮的上涨，最终的目标仍旧看向1...,,2017-04-18 20:04,短线速递：澳元兑纽元或将启动上涨
据新华社消息，国务院总理李克强周二(4月18日)表示，一季度中国外贸大幅度增长，很重要的一个原因是市场对人民币的信心明...,,2017-04-18 20:03,李克强：经济数据良好 人民币汇率持续企稳
美国财长史蒂文·努钦(Steven Mnuchin)周一(4月17日) 表示，此前的“税改”时间表或将推迟，而且，他还强调，美国并未干预汇市...,,2017-04-18 19:24,税改其实没那么简单 减税造成的财政窟窿谁来堵呢？
据彭博社消息，澳大利亚总理马尔科姆·特恩布尔(Malcolm Turnbull)周二(4月18日)表示，澳大利亚政府将取消一个面向短期外...,,2017-04-18 19:13,彭博社：澳大利亚将取消“457”签证计划
周二，英国首相特雷莎·梅突然发表声明称，计划将在6月8日举行提前大选，虽然政府有与欧盟协商的正确方案，但其他党派反对英...,,2017-04-18 18:42,惊呆！英国首相宣布提前举行英国大选
北京时间周二(4月18日) 18:00，英国首相特雷莎·梅（Theresa May）就提前选举发表讲话。在其讲话前，英镑大幅波动，最低跌幅近...,,2017-04-18 18:31,英国将提前选举 英镑兑美元大幅波动
据日本共同社援引一位不愿具名的日本官员的话称，由于美国商务部长威尔伯·罗斯（Wilbur L. Ross）过于强硬，日本方面并不希...,,2017-04-18 17:59,美商务部长的强硬让日本人感到害怕
据俄罗斯卫星网报道，日本外务省和防卫省负责人周二(4月18日)在国会众议院安全委员会上分别表示，防卫省在必要和朝鲜半岛...,,2017-04-18 17:49,日本防务省：必要时将参与从韩国撤侨的行动
据路透社报道，英国金融行为监管局（FSA）或将 改弦更张，优先支持居民储蓄养老。,,2017-04-18 17:41,FSA将优先支持与脱欧相关的事项
据彭博社报道，美国财政部本周一(4月17日)发布的月度国际资本流动报告(TIC)显示，中国在今年2月份增持美国国债，规模创四...,,2017-04-18 16:51,TIC报告显示中国2月增持美债创四个月新高
据Zerohedge报道，下周日市场即将迎来众所瞩目的法国大选第一轮投票，最新民调显示，法国总统大选候选人菲永、勒庞、马克宏...,,2017-04-18 16:41,法国大选倒计时！欧元隐含波动率至英国退欧后新高
过去3个月以来，印度卢比表现出色，但是到了第二季度，进入印度货币季节性走弱的时刻，卢比可能难见强势表现。,,2017-04-18 16:25,印度卢比第一季度领跑亚洲货币
距离4月23日法国大选第一轮投票仅剩不到一周的时间，但 从近期的民调结果来看，市场仍无法窥得法国选民的意向，4位领先的...,,2017-04-18 16:20,法国大选“黑天鹅”呼之欲出？市场提前启动避险模式
劳埃德银行表示，美联储6月人家将继续加息，并预计美国今年和明年的经济增速将分别提升至2.3%和2.5%。,美联储,2017-04-18 16:14,劳埃德银行：预计美联储6月仍将继续加息
美国财长史蒂文?努钦(Steven Mnuchin)周一(4月17日) 表示，在8月之前在国会通过税改方案并提交至总统唐纳德?特朗普(Don...,,2017-04-18 15:29,美元指数脱离了“危险期”？
美国财长史蒂文?努钦(Steven Mnuchin)周一(4月17日) 表示，此前的“税改”时间表或将推迟，而且，他还强调，美国并未干预汇市...,,2017-04-18 15:25,美国财长：“税改”时间表或将继续推迟
随着近期特朗普对美联储主席耶伦以及货币政策态度的转变，很多专家开始花费大量精力揣摩特朗普的“新面孔”。但这基本上是...,美联储,2017-04-18 15:17,特朗普对美联储的态度为何180度大变脸？
据美联社报道，美联储副主席费希尔(Stanley Fischer)周一(4月17日)在纽约的演讲中表示，美联储的缩表讨论不会引发金融风...,美联储,2017-04-18 15:13,美联储费希尔：缩表不会引发金融风暴
据路透报道，周二（4月18日）新兴亚币走软，因投资者出脱新兴市场头寸，在朝鲜 (北韩)紧张局势明显消退之前不愿承担风险。,,2017-04-18 15:06,新兴亚币下滑 因对朝鲜局势的担忧犹存
在最新的人口普查报告中，日本人口数量为近百年里首次减少。根据日本内务省最新发布数据显示，截至2015年10月1日，日本人口...,,2017-04-18 14:59,日本人口“失血”致经济遭遇临严峻危机
澳新银行预计，新西兰一季度通胀将符合预期，但不会转变新西兰联储当前货币政策立场，新西兰通胀仍面临诸多难题。,,2017-04-18 14:54,澳新银行：预计新西兰一季度CPI将符合预期
近期，朝鲜半岛的紧张局势成为了金融市场关注的焦点，但市场人士或许忽略了美联储的加息预期也在发生着惊天变化。据彭博报...,美联储,2017-04-18 14:53,多因素阻挠 美联储年内三次加息难实现？
自上周六（4月15日）朝鲜在其太阳日高调阅兵后，半岛局势就陷入更加危险的地步。美国方面，三艘航母不日将齐聚朝鲜海域，形成...,,2017-04-18 14:43,半岛如果真的走向战争 中国资本市场如何应对？
周二亚市澳元兑美元刷新三日低点至0.7553，跌幅约0.47%，部分原因是铁矿石期货大幅下跌。国内期货铁矿石主力合约跌幅扩大...,,2017-04-18 14:39,铁矿石创五个月新低   澳元空头已重掌主动权？
朝鲜再次试射导弹令地区局势紧张，资金纷纷购买避险资产，另外，上周美国出炉的零售销售和消费物价指数疲软，日元触及五个...,,2017-04-18 14:30,日元先生：美元兑日元或将重回100
据外媒称，日本央行的两大“鹰派”或将被撤换掉，两位新人将加入日本央行委员会，分析认为是为了黑田东彦的宽松政策顺利进行...,,2017-04-18 13:59,日本央行两大“鹰派”被撤？ 但宽松政策仍不会一马平川
富国银行分析师周一表示，美联储在提升通胀方面取得成功，且正在稳步推进货币政策正常化。同时，就业市场明显改善促使政策...,美联储,2017-04-18 13:53,核心通胀稳步上升！美联储稳步退出宽松
据路透报道，新西兰第一季消费者物价指数(CPI)增幅料将终于达到央行的目标区间中点2%，此前已努力逾一年来拉抬温吞的通胀...,,2017-04-18 13:45,新西兰通胀上升 但央行维持利率纪录低位的立场难动摇
据路透报道，随着英退的时钟滴答作响，英国可能很快发现自己处于倒计时状态，临近2008年大衰退以来首次经济衰退。,,2017-04-18 13:41,消费减弱或令英国经济进入衰退倒计时
周二亚市美元兑日元交投于109.20一带，分析认为受全球政治风险影响，美元兑日元可能跌破100，目前市场预期周二的美日经济...,,2017-04-18 13:38,市场聚焦美日经济对话 美元/日元可能跌向100关口
周二，FXStreet首席分析师Valeria Bednarik撰文就美/日，澳/美最新走势进行了分析。,,2017-04-18 13:26,今日美/日、澳/美最新技术面分析
现如今的外汇市场令投资者陷入了“幸福的烦恼”之中。从美元和欧元兑美元的历史走势来看，投资者或许或许已分不清市场是会...,"外汇市场,外汇",2017-04-18 12:31,在命运的交叉口 汇市是重回1999年还是2002年？
据路透报道，周二（4月18日）亚市早盘，人民币兑美元即期随中间价放量小跌，但波动区间明显收窄。交易员称，月中实需购汇较多...,,2017-04-18 12:15,人民币早盘随中间价放量小跌 短期仍延续横盘走势
据路透报道，周二（4月18日）亚市盘中，澳元下滑，因铁矿石价格扩大跌幅，且澳洲央行4月会议记录巩固了利率将在更长时间维持...,,2017-04-18 11:59,澳元亚盘下滑但仍高于三个月低点 纽元接近两周高位
周二（4月18日)亚市盘中，美元指数小幅走高，交投于100.37附近，远离了隔夜触及的两周低点100整数大关。隔夜，美国财长努钦的...,,2017-04-18 11:25,美财长“撑腰”美元多头借力反弹 但只怕还未过危险期！
周二，FXStreet首席分析师Valeria Bednarik撰文就欧元/美元最新走势进行了分析。,,2017-04-18 11:07,今日欧元/美元最新技术面分析
周二亚市欧元对美元震荡走高，现交投于1.06510一带，日内涨幅0.05%，技术上关注1.0600关键位的得失。,,2017-04-18 11:01,欧元维持看涨基调？分析师称只需突破这一区域
法国大选本周末将正式拉开大幕。在4月23日第一轮投票中两个得票最高的候选人，将参加5月7日第二轮投票的最终角逐。全球金...,,2017-04-18 10:45,如何交易法国大选？情景模拟避免市场“猛烈冲击”
周二亚市早盘，英镑兑美元交投于1.25590一带，外汇网站FXStreet分析师Matias Salord对英镑/美元分析称，澳元只要本周站稳...,外汇,2017-04-18 10:20,本周英镑多头能否翻身 只需关注两个关键位
刚刚公布的澳联储纪要显示，澳联储对于澳元走高和就业市场低迷感到纠结，声称评估后会在必要时准备采取更进一步行动。澳元...,,2017-04-18 10:01,澳联储纪要唱“鸽” 澳元/美元高位滑落
周二早间，澳洲联储发布4月份货币政策会议纪要，维持1.5%利率不变，劳动力市场略微弱于预期，房地产市场及家庭债务风险攀升...,,2017-04-18 09:59,澳洲联储4月纪要：房地产市场风险攀升 澳元短线跳水
花旗(Citi)研究团队周二(4月18日)对欧元和英镑的后市表现进行分析称，随着法国大选的临近，投资者可能不愿在此刻建仓。,,2017-04-18 09:49,花旗：法国大选临近 欧元、英镑有进一步下行空间
针对美财政部未将中国列入货币操纵之列，中国央行大连市中心支行日韩经济金融研究小组成员周子炜称，未来汇率问题仍是中...,,2017-04-18 09:39,虽然没贴上汇率操纵标签 预计中国短期难脱“关注名单”
据英国《金融时报》报道，美国财政部长努钦在接受FT采访时表示，在与国会在医改法案上的谈判受挫之后，特朗普政府的税收改革...,,2017-04-18 06:40,夜盘综述:美财长称强美元是好事 朝鲜誓言要不停试射
经济棱镜（Economic Prism）的MN Gordon撰文称，经济废话真是一打一打的。举个例子，美联储耶伦认为我们现在有一个健康的经...,美联储,2017-04-18 06:36,“我们的经济相当健康”是耶伦说的最废的废话
根据英国《金融时报》周一的报道，美国财政部长努钦在接受FT采访时表示，在与国会在医改法案上的谈判受挫之后，特朗普政府的...,,2017-04-18 05:34,美国财长努钦:税改可能推迟 强势美元长期看是好事
美联储6月加息的可能性突然下滑，加息的理由正在消失。据泵博社世界利率概率数据，市场定价的美联储6月加息预期已经从仅仅...,美联储,2017-04-18 03:43,美联储加息的理由正在消失
劳埃德银行（Lloyds Bank）周一(4月17日) 发布汇市分析报告称，纽元兑美元年底看向0.67。,,2017-04-17 21:58,劳埃德银行：纽元兑美元年底看向0.67
知名财经网站Forexlive分析师Littlestone周一(4月17日) 撰文称，法国大选在即欧元波动性创近一年来最高，以下油三种情况...,,2017-04-17 21:40,勒庞当选概率有多大？欧元会受到怎样冲击？
由于法国大选面临民粹主义获胜的风险，欧元的波动率近期飙升。尽管这一概率并不是很大，但投资者仍然表现出了紧张的情绪。...,,2017-04-17 21:34,法国大选日益临近！欧元波动率迅速飙升
土耳其副总理Mehmet Simsek在土耳其宪法公投后表示，土耳其不太可能为了加快向总统制转移的速度而提前举行大选，他的言论...,,2017-04-17 21:17,土耳其大选如期举行！里拉逐渐走强
布朗兄弟哈里曼银行(BBH)分析师周一(4月17日)发表观点称，毫无疑问，本周市场的主要焦点就是法国大选，因为目前很难说谁更...,,2017-04-17 21:11,BBH：法国大选现在是市场的主要焦点
周一(4月17日)，FXStreet金融市场分析师Haresh Menghani称，英镑可能会延续反弹至1.2590。,,2017-04-17 20:47,FXStreet：英镑将延续反弹至1.2590
备受尊敬的前南非财长戈尔丹(Pravin Gordhan)被撤换，再加上南非国内的情况不稳定可能会迫使南非总统祖马提前“下课”，使...,,2017-04-17 20:42,南非信用评级被降为垃圾级
美国总统特朗普认为美元太强，并决定不将中国列为货币操纵国，这两个因素支持了让人民币兑美元维持稳定，并兑其他几乎大部...,,2017-04-17 19:40,CFETS人民币指数今年仍将继续下跌
东京三菱日联银行(BTMU)分析师近日公布外汇策略研究报告称，受美国总统特朗普(Donald Trump)进一步口头干预影响，美元受...,外汇,2017-04-17 19:36,BTMU：特朗普口头干预难以真正扭转美元走势
朝鲜半岛紧张情势升高，推升避险货币日元持续走高，渣打国际商业银行财富管理处负责人傅敏仪表示，在避险需求支撑下，短期...,,2017-04-17 19:29,渣打银行：避险情绪或推升日元至105关口
在反腐大剧《人民的名义》第一集，一个北京某部位的小科长在家中查出近2亿的赃款，令人触目惊心，当然这也是根据真实故事改...,,2017-04-17 18:54,非州版“人民的名义”：现场查获4300万美金贪污款
据美联社报道，美国商务部长威尔伯·罗斯（Wilbur L. Ross）周一(4月17日)在参加IMF和世界银行（World Bank）春季会议前夕表...,,2017-04-17 18:36,美国商务部长怼IMF——你们所说的就是“胡扯”
劳埃德银行（Lloyds Bank）周一(4月17日) 发布汇市分析报告称，料澳元兑美元到2017年底将升至0.81关口。,,2017-04-17 18:12,劳埃德银行：澳/美今年底将升至0.81关口
据美联社报道，美国副总统迈克·彭斯(Mike Pence)周一(4月17日)来访亚洲，他的第一站定在了韩国。,,2017-04-17 18:06,美国副总统：朝鲜不要考验美国的决心，忍耐有限！
据印度时报报道，银都目前90%以上的ATM机接近“瘫痪”，这在距离印度去年底发“废钞运动”已过去近五个月了。,,2017-04-17 18:01,印度九成以上ATM机空空如也
由于法国大选面临民粹主义胜利的风险，欧元的波动率飙升。尽管这一概率并不是很大，但投资者仍然表现出了紧张的迹象。目前...,,2017-04-17 17:52,欧/美小幅飙升 法国大选前还有多大的波动？
美国总统特朗普近期多次强调美元太强，更是明显意图拉低美元汇价、提振美国的出口竞争力，但恐怕没发现到的是，美元汇价的...,,2017-04-17 17:36,历史经验告诉我们！美元走低将带领美股下跌
据路透社援引一名美国政府高级官员士称，特朗普将提名凯雷集团（Carlyle Group）合伙人R?andal Quarles为美联储副主席。,美联储,2017-04-17 17:26,全球最大私募机构合伙人将被提名为美联储副主席
今日欧盘，欧元兑美元冲高至1.0650后回落，目前交投于1.0625附近。建议在1.0630-1.0650做空欧元兑美元，止损1.0680，目标1....,,2017-04-17 17:20,短线速递：欧元兑美元已无限接近底部
中国国家统计局周一(4月17日)公布的数据显示，中国第一季度GDP同比增长6.9%，市场预期为6.8%。中国1-3月城镇固定资产投资...,,2017-04-17 17:10,国家统计局：要让更多资本、资源回归实体经济
劳埃德银行（Lloyds Bank）周一(4月17日) 对欧元走势进行了分析展望。该行认为，欧元中期被低估，“公允价值”位于1.20，年末将...,,2017-04-17 17:06,劳埃德银行：欧元年末将测试1.10，2018年末升至1.13
美国3月的零售销售数据连续第二个月减少，消费者物价指数(CPI)在一年来首次呈现下降，显示出第一季度的经济增长动能下降...,,2017-04-17 16:24,美国经济增长悬了？通胀和零售数据集体疲软
据悉，第一轮法国大选将于4月23日举行，从近期的民调结果来看，目前选情十分的胶着。不仅如此，据法国民调机构Ifop调查显示...,,2017-04-17 16:09,法国大选对如何影响欧元走势？
美国财政部14日发布的国际经济和汇率政策报告指出，包括中国在内的美国主要交易伙伴并未操纵货币汇率。专家认为，这对中美...,,2017-04-17 16:01,中国并非汇率操纵！人民币终将回归基本面
美国总统特朗普曾经在总统大选期间内，屡次抨击中国、日本、德国刻意压低汇价、伤害美国的出口竞争力，但是市场人士对此直言...,,2017-04-17 15:41,贼喊捉贼？特朗普才是最大的汇率操纵者
野村证券表示，日内公布的一系列强于预期的经济数据显示，中国经济增长动能仍具有弹性，因此上调2017年增长目标至6.7%。,,2017-04-17 15:27,野村证券：上调中国2017年GDP增速至6.7%
富国银行(Wells Fargo)研究团队周一(4月17日)表示，全球经济前景已持续改善，但部分不确定性犹存，特别是与全球贸易相关。...,,2017-04-17 15:20,富国银行：不确定性或成全球经济回暖的绊脚石
美国上周五公布经济数据，在通胀意外下降，而零售销售也表现不佳的情况，分析师下调6月的加息机率。,美联储,2017-04-17 15:16,BK：美联储六月不会加息 美元或进一步走弱
据彭博社报道，经合组织（OECD）日本和韩国问题首席经济学家兰德尔·琼斯(Del Jones)周一(4月17日) 表示，日本经济从2012年...,,2017-04-17 15:11,经合组织：当前日本经济喜忧参半
据日本共同社报道，日本央行行长黑田东彦周一(4月17日) 在信托协会年会上发表讲话称，预计日本CPI增幅将向2%的价格目标提...,,2017-04-17 14:49,日本CPI增幅向2%的价格目标提高依旧任重道远
上周，美国对叙利亚进行导弹袭击后，其动作频频，阿富汗等地区的地缘局势再度升级，现货黄金和日元等避险资产受到投资者追...,,2017-04-17 14:38,美元惨遭唾弃！避险资产备受追捧
周一（4月17日）距离法国大选仅剩一周的时间，但选情依旧不是很明朗，据最新消息数据显示，目前近40%仍然未明确他们的选票将...,,2017-04-17 14:28,法国大选之日 欧元“审判”之时
本周日（4月23日）法国大选迎来首轮投票，而目前选情仍不是很明朗，欧元兑美元走势低迷，未能有效脱离近一个月低位 。上周五...,,2017-04-17 14:28,法国大选倒计时 欧元命运究竟会如何？
