description,label,releasetime,title 
美国4月Markit服务业和制造业PMI初值均降至去年9月来最低,【美国4月Markit服务业和制造业PMI初值均降至去年9月来最低 】周五(4月21日)金融数据公司Markit公布的一份行业报告显示，美国4月服务业和制造业采购经理人指数(PMI...,2017-4-22 00:15,美国
特朗普称“牛皮吹破都怪媒体” 竞选承诺兑现情况一览,特朗普去年在竞选期间大吹特吹，承诺将在上任100天内取得“惊人”成绩。然而距离特朗普上任“百天”仅剩一周多时间(4月29日)，特朗普一看“情况不对”，已经“先发制人”，称“不管我取...,2017-4-22 00:09,
法国大选风暴刮来！对冲风险首选日元,此次欧股在法国大选前未面临风暴，但该风暴或在法国大选后如期而至。,2017-4-22 00:09,
美联储副主席称年内再加息两次适宜,美联储副主席费希尔周五(4月21日)表示，美联储2017年再加息两次是适宜的。,2017-4-22 00:09,美联储
英国空置住宅超过20万处 伦敦“鬼镇”居榜首,"英国地产众筹平台Property Partner日前发布的一份调查报告显示，英格兰共计有200,145处空置地产，总计价值可达430亿英镑。",2017-4-22 00:04,英国
黄金企稳微涨 投资者担心法国大选,国际现货黄金周五(4月21)企稳微涨，美市盘中最高上探至1287.24美元/盎司。,2017-4-22 00:04,黄金
决策分析：法国大选逼近！欧元本周表现缘何格外亮眼？,汇市概况：周五(4月21日)欧市盘中，法国大选投票“前夕”，欧元/美元温和回落，日内最低跌至1.0685，市场交投相对清淡！,2017-4-22 00:04,
欧达礼续任香港证监会行政总裁,【欧达礼续任香港证监会行政总裁】香港特区政府21日宣布，再度委任欧达礼为香港证券及期货事务监察委员会(证监会)行政总裁，任期3年，由今年10月1日至2020年9月30日。（新华社）,2017-4-21 23:53,
国内商品期货周五夜盘收盘：铁矿石领涨,【国内商品期货夜盘收盘：铁矿石领涨】东方财富网21日讯，国内商品期货周五夜盘收盘涨跌不一，铁矿石收涨1.5%，焦煤、焦炭分别收涨0.22%、0.43%，动力煤收跌0.85%。螺纹钢...,2017-4-21 23:45,
英国大选提前杀到！“进步联盟”可否力挽狂澜？,本周二(4月18日)英国首相特雷莎·梅(Theresa May)在毫无预兆的情况下突然宣布希望于今年6月8日提前举行大选，稍后英国国会便迅速通过了相关议案。由于这次大选时间较原定的...,2017-4-21 23:11,英国
爆炸性的事件！“危险”的一天--4月23日黑天鹅如此之近？,记住这个周末，尤其是这个危险的日子--4月23日！全球金融市场将迎来爆炸性的事件--法国大选第一轮投票！投资者聚焦这场堪称今年欧洲大选最不确定的选举！鉴于最新的民调暗示候选人的支持...,2017-4-21 22:55,
七年来最差表现！英国3月份零售销售数据远低于预期,周五(4月21日)英国统计局公布的数据显示，3月份英国零售销售环比下跌了1.8%，远低于此前预期的下跌0.2%，而1月份和2月份英国零售销售曾环比上升1.4%和1.7%。,2017-4-21 22:55,英国
中国对沙特阿美IPO虎视眈眈 原油航母或登陆香港,消息人士告诉路透，中国将成立一个包括国有大型石油公司、银行以及主权财富基金在内的财团，充当沙特阿美IPO的基石投资者。,2017-4-21 22:51,中国
工业革命以来第一个没有煤炭的日子——英国试行停止燃煤24小时,周五(4月21日)英国国家电力供应公司( National Grid)宣布将试行停止燃煤一天。这将成为工业革命以来英国第一个没有煤炭的日子。,2017-4-21 22:51,"煤炭,英国"
这一消息不可忽视！外媒：万亿法国大选爆冷欧盟没有“B计划”,据路透周五报道，外交人士表示，如果法国两个反欧盟候选人在周日选举中双双挺进决胜轮投票，欧盟没有为此准备特别计划。这让欧盟只能静观其变，盼望中间派候选人获胜。,2017-4-21 22:51,
分析师最新英镑技术分析：英镑将突破1.29！？,FXStreet分析师Haresh Menghani最新撰文，提供了英镑/美元的技术分析，以及后市的前景展望！,2017-4-22 00:51,
法国大选兵临城下：候选人太多 未决选民很纠结,”四月温和的阳光下，散漫的巴黎街头匆忙的人群，显得有些迷茫或者毫不在意。法国总统大选第一轮将于4月23日周日在法国各地举行。一共有11位候选人将出现在选民的选票上。目前从支持率来看...,2017-4-21 22:49,
市场已不认为欧洲央行明年第一季会加息,货币市场利率走势显示，投资者不再认为直到2018年3月欧洲央行(ECB)会有一次升息。,2017-4-21 22:47,欧洲央行
对冲基金对OPEC的信心所剩无几,OPEC致力于实施可靠的减产行动以削减全球原油库存，使得冲基金以建立原油期货和日历价差多仓。,2017-4-21 22:47,
法国大选究竟如何布仓？去年成功预见英国脱欧的基金经理这样做,据彭博周五(4月21日)报道，Percival Stanion的策略曾帮他成功接住了英国脱欧公投后欧洲市场的下跌。,2017-4-21 22:47,"英国,脱欧"
周末法国大选投票！投资者还加码欧元多单？,本周日(4月23日)，法国大选第一轮投票将正式拉开帷幕，这也标志着今年最可能造成全球市场“暴动”的一颗核弹引爆阶段。。。,2017-4-21 22:47,
0.89%——英国出现史上最低抵押贷款利率,约克郡抵押贷款协会(Yorkshire Building Society)近日发布了英国史上最低利率的抵押贷款产品，其利率仅为0.89%。,2017-4-21 22:47,英国
英国央行官员：英国经济可能强于之前预期,【英国央行官员：英国经济可能强于之前预期】英国央行经济学家、货币政策委员会成员之一Michael Saunders周五(4月21日)在伦敦的小型企业协会(FSB)发表讲话，称英国的...,2017-4-21 22:45,英国
加拿大安大略省计划征收“外国买家税”为楼市降温,与市场预期一致，面对大多伦多地区快速上涨的房价和市场对泡沫化的担忧，加拿大经济重镇安大略省省政府于当地时间4月20日宣布，将出台一系列楼市降温措施，其中最受市场关注的一招就是征收1...,2017-4-21 20:51,"加拿大,税,上涨,房价"
IMF上调2017全球经济增速预期,在活跃的金融市场以及制造业和贸易领域期待已久的周期性复苏的支持下，全球经济复苏终于来临。世界经济在 2016年第四季度加速，并且这一势头有望持续。IMF认为，新兴市场和发展中经济体...,2017-4-21 16:57,
金砖国家财政和央行副手会议4月20日在美举行,2017年4月20日，金砖国家财政和央行副手会议在美国华盛顿举行。会议由人民银行副行长易纲和财政部副部长史耀斌共同主持，金砖国家财政和央行副手出席了会议。根据今年3月召开的首次金砖...,2017-4-21 16:26,美国
王毅会见俄外长 双方就朝鲜半岛核问题进一步交换意见,俄方愿同中方继续加强高层交往，普京总统下个月将赴华出席“一带一路”国际合作高峰论坛，俄方愿以此为契机，做好欧亚经济联盟与丝绸之路经济带的对接，推进俄中全面战略协作伙伴关系建设。双方...,2017-4-21 15:47,
王毅会见俄罗斯外长拉夫罗夫,【王毅会见俄罗斯外长拉夫罗夫】双方就朝鲜半岛核问题进一步交换意见，一致认为当前一段时间是半岛局势走向的关键。双方承诺加强沟通协调，合力管控局势，抑制冒险倾向。双方认为，中俄各自提出...,2017-4-21 15:45,俄罗斯
中日专家共议世界经济和中日经济新动能与新愿景,他说，在过去36年中，中日经济交流会对于推动中日经济技术合作和知识交流发挥了积极作用，成为促进中日友好的一个重要渠道。李伟表示，当前世界经济虽然出现了一些企稳向好的迹象，但短期内看...,2017-4-21 15:37,
美财长说税改计划“很快”将会公布,美国财政部长史蒂文·姆努钦20日表示，白宫将“很快”公布税改计划，他希望税改计划将在今年内获得国会批准。姆努钦当天在总部位于华盛顿的国际金融业协会举办的研讨会上说，自任财政部长以来...,2017-4-21 15:33,"美国,税,白宫"
日本进一步放宽对华签证 多次往返签条件降低,据日本经济新闻报道，日本外务省4月21日公布消息称，将从5月8日起进一步放宽对中国人的签证发放条件，降低多次签证所需经济条件的要求，面向访问日本东北三县游客的多次往返签证，扩大至青...,2017-4-21 14:29,中国
澳大利亚政府不反对长江基建收购Duet Group,据外媒21日报道，澳大利亚政府不打算阻止香港大亨李嘉诚旗下的长江基建集团有限公司以73亿澳元(约合55亿美元)收购公用事业公司Duet Group (DUE.AU)的交易。Duet...,2017-4-21 14:24,
加拿大安大略省计划征收“外国买家税”为多伦多楼市降温,面对大多伦多地区快速上涨的房价和市场对泡沫化的担忧，加拿大经济重镇安大略省省政府当地时间4月20日宣布，将出台一系列楼市降温措施。其中最受市场关注的一招，是征收15%的“外国买家税...,2017-4-21 13:38,"加拿大,税,上涨,房价"
美对华展开钢铁反倾销调查 会“误伤”澳洲矿业？,中国钢铁出口目前占据了美国26%的市场份额，特朗普很可能要对中国钢铁征收更高的关税，因此这次的行动实质上是特朗普打着“国家安全”的名号保护美国近一百家钢铁制造商，被视作特朗普政府的...,2017-4-21 13:26,"钢铁,美国,税,中国,出口,澳洲"
全澳房产空置率普遍下降 打破公寓过剩谜团,在主要城市中，霍伯特和堪培拉住房空置率最低，分别为0.6%和0.8%，阿德莱德地区住房空置率下降2%，为1.8%。珀斯和达尔文地区空置率均有下降，分别为4.7%和3.5%，布里斯班...,2017-4-21 13:26,
换汤不换药？撤销457签证能否根治澳高失业率,“外国工作者被允许进入澳大利亚是为了填补关键的技术短缺，而不是因为雇主发现雇佣外国员工可以省去雇佣一个澳大利人的许多麻烦”，总理特恩布尔在堪培拉面对记者时这样说道，暗示过高的失业率...,2017-4-21 13:25,
长江基建73亿并购澳洲DUET通过外资审批,周五早盘DUET持续盘踞澳交所ASX200涨幅榜头牌，澳东时间12时，股价上涨9.4%，报3.01澳元，成交量高达4262万股。DUET集团在维州拥有电力与天然气网络资产，并在西澳...,2017-4-21 13:24,"天然气,澳洲,上涨"
澳洲公民入籍门槛拔高 强调英语永居期价值观,澳总理特恩布尔与移民部长达顿于20日共同宣布澳大利亚入籍政策调整举措，在公民身份的申请及入籍审核上提出更高要求，核心要义是必须突出澳洲的价值观。“我们的改革要求所有申请者有良好的英...,2017-4-21 13:23,澳洲
德国财长朔伊布勒表示英国退出欧盟对双方无利,据俄罗斯卫星网报道，德国财政部长朔伊布勒21日表示，英国退出欧盟对双方无利。他在华盛顿演讲时表示：“对于双方来说，此举都是失败，而不是胜利。”他认为，目前“必须保留欧盟其它成员的统...,2017-4-21 11:39,"英国,俄罗斯,德国"
日媒：日本等11国5月将启动讨论没有美国的TPP,另一方面，关于4月18日与美国副总统彭斯之间举行的首轮日美经济对话，麻生表示，“目的是将日美建立的规则推广至亚太地区”，显示出在推进没有美国的TPP磋商的同时，由日美主导制定多国参...,2017-4-21 11:38,美国
美财长：特朗普政府将很快公布税务改革议案,据外媒报道，美国财政部长姆努钦20日表示，特朗普政府计划很快公布税务改革议案，承诺将落实大规模税制整顿措施。美国财长姆努钦20日在华盛顿举行的国际金融协会2017年政策峰会上发表讲...,2017-4-21 11:38,"美国,税"
原油价格下跌 日本6年来首次实现年度贸易顺差,据日媒报道，日本财务省本月21日公布数据称，日本2016财年的进出口贸易出现了4.69万亿日元的顺差，这是日本的贸易收支6年来首次出现顺差。日媒指出，其主要原因是受原油价格下跌的影...,2017-4-21 11:37,"出口,油价"
避免“停摆” 特朗普将政府拨款谈判列为优先事项,报道指出，美国议员们在两周的国会休会期之后，只有下周一周时间来通过政府拨款法案，不过他们可能批准一项短期拨款措施，从而为谈判争取更多时间。若不能延长拨款，将导致政府在4月29日部分...,2017-4-21 11:36,美国
日媒：日本无意改变TPP协定内容 促11国协议生效,据日媒报道，针对美国退出的跨太平洋伙伴关系协定(TPP)，日本政府将与美国以外的10个国家朝着维持现行框架的方向进行调整。报道称，虽然需要重新制定不包含美国的协定，但日本不打算改变...,2017-4-21 11:35,美国
美国被视作全球跨境并购交易安全港 欧盟跨区域并购现断崖式下跌,鉴于来自欧盟地区投资的有力促进，北美地区在2017年第一季度成为全球跨境并购交易的安全港，共达成277宗交易，交易额达1479亿美元，其中美国占该地区交易总额的94%。本季度该地区...,2017-4-21 11:08,美国
IMF：美财政扩张 或致企业难以偿债,国际货币基金组织(IMF)警告，美国财政扩张可能使美国四分之一的公司难以偿还债务。IMF在半年度《全球金融稳定报告》中强调，美国总统特朗普通过减税和基建支出来提振美国增长的计划将增...,2017-4-21 11:04,"美国,税"
俄媒称中企将对乌兹别克斯坦煤矿开采进行改造,俄媒称，乌兹别克斯坦固体燃料垄断生产商、乌兹别克煤炭公司发言人向卫星通讯社表示，由中国煤炭科工集团和中铁隧道集团有限公司组成的中国企业集团，将于6月开始对乌南部煤矿开采企业进行现代...,2017-4-21 10:48,"煤炭,中国"
世行行长：中国在当今全球发展中的领导作用“前所未有”,世界银行行长金墉20日在此间谈及“一带一路”建设时表示，这一项目对于中国和世行来说都非常重要。中国在当今全球发展中起到的领导作用“前所未有”。金墉当天在国际货币基金组织(IMF)与...,2017-4-21 10:45,中国
美国财长：特朗普政府会很快公布税改议案,据外媒21日报道，美国财长姆努钦(Steven Mnuchin)周四表示，特朗普(Donald Trump)政府计划很快公布税务改革议案，承诺将落实大规模税制整顿措施。姆努钦在华盛...,2017-4-21 10:39,"美国,税"
中国移动支付巨头出海 鏖战东南亚,微信在海外依然试图扮演“连接”的角色：其通过公众号等平台，吸引用户在消费同时关注海外商家的公众号，以维系中国游客和该平台之间的关联。,2017-4-21 07:31,中国
IMF：中国债务风险可控 建议加强去杠杆,国际货币基金组织(IMF)和世界银行春季年会期间，IMF发布三大报告，论及中国信贷增长带来的金融稳定风险，并建议需要尽快采取行动。,2017-4-21 07:16,中国
英大选后正式开启脱欧谈判,尽管欧盟委员会主席容克和英国首相特蕾莎·梅商定在提前至6月的英国大选之后再正式开启脱欧谈判，但目前欧盟方面已开始有组织地将英国企业排除在数十亿欧元的合同之外，同时敦促企业转移到欧盟...,2017-4-21 06:57,"英国,脱欧"
执政还没百日 特朗普已似“跛脚鸭”,在政治术语中，“跛脚鸭总统”一般指的是任期将结束，权力又遭到众多挑战的总统。而现在甚至有一种声音认为刚上任3个月的美国总统特朗普已经被视作“跛脚鸭总统”了。,2017-4-21 06:55,美国
全球将起减税浪潮 总理告诫要以“抢跑”应对,在全球性减税浪潮即将袭来时，为应对竞争，我国今年已出台5800亿元减税降费举措。,2017-4-21 06:52,"我国,税"
一季度结售汇逆差大幅收窄 资金外流压力明显缓解,国家外汇管理局(下称“外汇局”)4月20日公布，2017年一季度银行结售汇逆差409亿美元，较此前大幅收窄。央行此前公布的3月外汇储备也连续两个月止跌反升，显示跨境资金流出压力已经...,2017-4-21 06:51,
美联储褐皮书认为美薪资增长暂未推高通胀,美联储于19日公布的褐皮书报告指出，今年2月中旬到3月底之间，美国经济继续以“温和到适度”的步伐扩张，全部12个地方联储所辖地区的经济活动均实现了增长。报告指出，就业市场趋紧推动了...,2017-4-21 06:44,"美国,美联储"
法总统选举第一轮投票在即 欧洲金融市场“黑天鹅”若隐若现,法国总统选举本周日即将开始第一轮投票，仅从目前的民调来看，中间派候选人马克龙的领先率略占上风，然而相比其他三位候选人其领先优势已经缩小。在周日的角逐中，任何两人都有可能获胜并进入5...,2017-4-21 06:44,
贝莱德资产管理规模创新高,全球最大资产管理公司贝莱德20日发布的数据显示，截至今年3月底，其资产管理规模比去年同期上涨14%至5.4万亿美元，再创纪录新高。,2017-4-21 06:36,上涨
22项重点商务活动将亮相第四届中俄博览会,俄罗斯工业贸易部副部长卡拉曼诺夫表示，目前博览会筹备工作正有序进行，俄罗斯铁路公司、俄罗斯技术集团和俄罗斯经济特区管理公司已确认参展。展览会期间还将举办“木材深加工合作”相关研讨会...,2017-4-21 06:04,俄罗斯
大选对英国房产市场意味着什么？,【大选对英国房产市场意味着什么？】英国人民即将迎来两年内的第三次投票(此前两次为2015年5月份大选和2016年6月份退欧公投)，6月8日的大选对于英国的房产市场意味着什么？专家们...,2017-4-21 05:40,英国
极品政客勒庞引共鸣 欧元区多方人士唾弃单一货币,【极品政客勒庞引共鸣 欧元区多方人士唾弃单一货币】毋庸置疑，目前法国是对欧元具有最大潜在威胁的国家。本周日(4月23日)，法国即将迎来总统大...,2017-4-21 00:39,
巴克莱：白银耀眼但创纪录的仓位可能意味着下修,巴克莱银行(Barclays)在周四(4月20日)发布的报告中称，白银在2017年已经发光了，但由于期货市场创纪录的投机仓位，其前景可能会暗淡。,2017-4-21 05:28,
金价持稳 黄金ETF持仓猛增11.8吨,【金价持稳 黄金ETF持仓猛增11.8吨】金价继昨日录得逾六周来最大单日跌幅后周四(4月20日)持稳，因美元走软遏制了金价跌势，投资者等待即将举行的法国大选结果。全球最大黄金上市交...,2017-4-21 04:55,黄金
美国财长称将很快推出税收计划这一句话令美元与美股为之兴奋,【美国财长称将很快推出税收计划这一句话令美元与美股为之兴奋】周四(4月20日)美市盘中，美国财长努钦表示，不管医保改革进行与否，政府将很快推出税改计划，预计将于今年得到国会批准。努...,2017-4-21 04:40,"美国,税"
基本金属全面止跌企稳,期铜、期锌和其它基本金属价格周四(4月20日)上涨。,2017-4-21 04:31,上涨
美国初请人数结束连续三周减少状态,周四数据显示，美国上周初请人数稍高于预期，结束了连续三周减少状态。,2017-4-21 04:10,美国
法国大选逼近欧洲市场“hold”住 欧元欧股上升,周四(4月20日)法国股市在本周日法国大选前“兴奋”异常。,2017-4-21 03:02,股市
美财长讲话鼓吹“税改 美元指数震荡持平,【美财长讲话鼓吹“税改 美元指数震荡持平】东方财富网21日讯，周四(4月20日)美元指数自日低反弹，攀升至99.80的平盘附近，此前美国财长讲话表示政府将推进“税改”，该言论一度提...,2017-4-21 04:01,"美国,税"
金价围绕1279美元/盎司波动 继续看涨,【金价围绕1279美元/盎司波动 继续看涨】资讯网站Economies.com在周四(4月20日)发布的报告中称，金价早盘未显示太强的动向，金价围绕1279.00美元/盎司波动，若...,2017-4-21 03:40,
外贸调结构见成效 今年进出口形势乐观,“一季度外贸实现较高速增长主要因为国际市场需求有所改善。当然，人民币汇率的贬值也对出口的增长有一定促进作用，由于我国出口结构出现了一些变化，从过去以加工贸易占较大比重变成一般贸易水...,2017-4-21 03:31,"我国,出口"
市场多空因素激烈交织 国际油价周四涨跌互现,【市场多空因素激烈交织 国际油价周四涨跌互现】东方财富网21日讯，国际原油期货价格周四(4月20日)涨跌互现，美油小幅收跌，布油微涨。美国产量威胁依然成为油价近期最大的利空因素，即...,2017-4-21 03:30,"美国,油价"
下周经济数据密集发布 欧洲央行料按兵不动,下周发布的经济数据较为密集，国内需关注3月工业企业利润，从当前投资以及开工等行业数据来看，3月工业运行料保持扩张。国外重点关注欧洲央行利率决议，美国一季度GDP以及消费相关数据。,2017-4-21 03:25,"欧洲央行,美国"
德国商业银行：黄金ETF持仓连续10天增仓,德国商业银行周四称，周三全球黄金ETF增仓1.5吨，标志黄金ETF连续10日增仓。,2017-4-21 03:01,"黄金,德国"
风险事件提供支撑 金价周四止跌企稳,【风险事件提供支撑 金价周四止跌企稳】东方财富网21日讯，国际黄金期货价格周四(4月20日)止跌企稳，周四金价在美市早盘一度跳水，短线回调2美元左右。此前周二及周三黄金在同一时段均...,2017-4-21 03:00,黄金
美元短线下跌 英国提前大选利好英镑,【美元短线下跌 英国提前大选利好英镑】美联储副主席费希尔本周表示，海外经济下行风险已较前些年大幅下降，他还认为当前的全球经济可以应对美国逐步收紧货币政策所产生的溢出效应。费希尔预计...,2017-4-21 02:09,"美国,美联储,英国"
法国大选逼近欧洲市场坚挺 欧元欧股均上涨,【法国大选逼近欧洲市场坚挺 欧元欧股均上涨】周四(4月20日)法国股市在本周日法国大选前“兴奋”异常。法国CAC 40指数日内一度上升1.7%，表现超过其它欧洲股市，几乎所有成分股...,2017-4-21 01:37,"股市,上涨"
爱尔眼科将收购欧洲最大眼科医疗机构59%的股权,【爱尔眼科将收购欧洲最大眼科医疗机构59%的股权】记者从爱尔眼科获悉，近日，爱尔眼科发布重大事项公告，公司拟通过间接全资持有的爱尔国际(欧洲)有限公司向持有Clínica Bavi...,2017-4-21 00:55,
霍华德·舒尔茨：“星爸爸”的新身份和旧坚持,【霍华德·舒尔茨：“星爸爸”的新身份和旧坚持】霍华德·舒尔茨，现任星巴克咖啡公司董事会执行主席。1971年在西雅图开的第一家星巴克咖啡店如今在全球已拥有超过2.5万家门店，市值从1...,2017-4-21 00:55,
无现金联盟背后的中国力量,本周，由联合国环境署牵头发起的“无现金联盟”在杭州成立，蚂蚁金服等首批15家联盟成员在杭州发布宣言，倡导低碳运营、提升商业效能，加速全球无现金社会的建设进程。,2017-4-21 00:55,中国
开放共享让“一带一路”充满魅力,回顾“一带一路”倡议提出这短短三年来取得的一系列进展，真切地感到“一带一路”倡议播下的种子已破土发芽，为全球经济增长带来点点绿意。100多个国家和国际组织参与，中国与40个沿线国家...,2017-4-21 00:46,中国
乌方期待与中企开发当地农业资源,为与中国投资者携手挖掘乌克兰农业资源潜力，乌克兰当地投资公司、农业企业代表日前在北京举行了专题研讨会，就资源优势、出口趋势、风险防范等话题进行交流。,2017-4-21 00:42,"中国,出口"
NXP在华拿到商用密码产品“准生证”,荷兰恩智浦半导体公司(NXP)20日宣布，恩智浦(中国)管理有限公司正式获得由国家密码管理局颁发的《商用密码产品生产定点单位证书》，成为国家商用密码产品生产指定单位暨首个获颁该证书...,2017-4-21 00:42,中国
美联储褐皮书：美国经济持续温和扩张,美国联邦储备委员会(美联储)19日发布的全国经济形势调查报告显示，2月中旬至3月底，美国经济活动继续温和扩张，在劳动力需求强劲的背景下，工资也普遍出现温和增长。,2017-4-21 00:38,"美国,美联储"
日本便利店将引入无人收银系统,据外媒报道，日本正计划在所有便利商店引入无人收银系统。据悉，消费者只需要将所有商品放在收银台上，无需令机器逐条读取条码，瞬间即可完成结账，这种系统的广泛应用在全球范围内还没有先例。,2017-4-21 00:38,
拉美经济向好 但仍面临挑战,国际货币基金组织(IMF)最新发布的《世界经济展望报告》预测，拉美经济将在2017年摆脱负增长，预计全年经济将增长1.1%左右，但分析人士认为，拉美国家经济复苏依然面临内外风险的考...,2017-4-21 00:38,美国
“脱欧”对英国贸易影响几何,英国已通过启动《里斯本条约》第50条，开启为期两年的“脱欧”进程，以结束英国44年的欧盟会员资格。,2017-4-21 00:38,"英国,脱欧"
IMF：全球金融稳定状况持续改善,【IMF：全球金融稳定状况持续改善】国际货币基金组织19日发布了今年上半年《全球金融稳定报告》。报告指出，自去年10月以来，全球金融稳定状况持续改善，而中国在其中扮演了重要角色。（...,2017-4-21 06:50,中国
银行结售汇逆差收窄贬值预期弱化 一季度跨境资金流出放缓趋势向好,20日最新出炉的部分外汇收支核心数据显示，今年以来，人民币汇率预期趋于稳定，我国跨境资金流出明显放缓，外汇供求正在趋向基本平衡。外汇局发布的数据显示，2017年一季度，若按美元计算...,2017-4-21 00:23,我国
IMF拉加德：美联储加息加快有危险 勒庞当选将扰乱欧元区,【IMF拉加德：美联储加息加快有危险 勒庞当选将扰乱欧元区】IMF执行总裁拉加德提醒美联储注意加息的节奏，她继续敦促特朗普政府避免采取贸易保护主义措施，认为IMF可以同美国联手促进...,2017-4-21 00:20,"美国,美联储"
德国财长朔伊布勒：欧盟各国之间更深程度整合的空间有限,【德国财长朔伊布勒：欧盟各国之间更深程度整合的空间有限】德国财政部长朔伊布勒周四(4月20日)表示，因为各成员国的选民不愿向布鲁塞尔转让权力，欧盟各国之间更深度整合的空间有限。（汇...,2017-4-21 00:15,德国
OPEC放口风要延长减产 但市场人士不买账,今年1月以来OPEC开足马力减产，但收效却不明显，油价仍旧徘徊于50美元/桶。,2017-4-21 00:14,油价
乐观预期甚嚣尘上 油价将升破60？,尽管近日油价回落，美国原油生产持续复苏；但随着对原油市场的讨论，看涨油价的预期正在积累。,2017-4-21 00:14,"美国,油价"
CML：3月份英国抵押贷款适度增长,英国抵押贷款协会(CML)在周四(4月20日)公布，3月份英国借贷商借出的抵押贷款金额比2月份增加了19.4%至214亿英镑。,2017-4-21 00:09,英国
澳州监管机构ASIC公布最新市场报告 关注外汇点差交易,澳洲证券及投资委员会(ASIC)于本周四(4月20日)公布了其最新报告。该报告为2016年7月1日至2016年12月31日期间的市场诚信报告。,2017-4-21 00:09,澳洲
决策分析：美元跌跌不休 欧元攀升“停不下来”,汇市概况：周四(4月20日)欧市盘中，美元指数延续跌势，日内最低触及三周低位99.38，缘于三大利空因素。。。,2017-4-21 00:09,
渣打银行：相对强弱指标和多头过剩拖累黄金冲高,渣打银行(Standard Chartered)分析师近日对黄金进行了点评，虽然贵金属价格上周上涨，但是本周动能变弱。另一方面，一个月的风险反转还是利好黄金的看涨期权，单月黄金隐性...,2017-4-21 00:09,"黄金,上涨"
黄金连续三日在同一时段惨遭抛售,周四(4月20日)，黄金市场连续第三日在伦敦定盘价前遭到抛售，跌破1280美元/盎司关口。,2017-4-21 00:08,黄金
黄金企稳美元走软 市场将迎法国大选,国际现货黄金周四(4月20日)企稳微涨，美市盘中最高上探至1282.39美元/盎司。,2017-4-21 00:04,黄金
OPEC如意算盘落空 分析师叹原油无力回天,【OPEC如意算盘落空 分析师叹原油无力回天】CNBC网站周四(4月20日)撰文称，美国原油期出现反转，50大关岌岌可危。（FX168）,2017-4-21 00:01,美国
德国财长称超宽松货币政策或加重新金融危机风险,【德国财长称超宽松货币政策或加重新金融危机风险】德国财长朔伊布勒讲话称，欧盟需要灵活的速度、多样化的分组，全球层面或者至少多国层面需要更多合作与协调。欧元区进一步加深一体化正面临挑...,2017-4-20 23:31,德国
四国农业专家赴豫探访“过程农业”：期待传播海外,“希望过程农业技术能走进我们的国家，传授到我们的农民手中。”20日，中国农业部全国农业技术推广服务中心带领的“一带一路”海外沿线国家农业部官员、专家，在河南省西华县“过程小麦”基地...,2017-4-20 23:18,中国
吓人！美元又遭抛售 黄金小心今晚再遭天量抛单砸盘,一个字：惨！自上周以来，经济数据疲软、担忧美国总统特朗普政府的财政政策，以及美联储加息预期降温，美元指数跌跌不休，多头苦不堪言。。。连续两天遭到巨量卖单的砸盘，黄金投资者也是苦不堪...,2017-4-20 23:05,"黄金,美国,美联储"
英镑回归六个月高位 “提前大选热”继续,周四(4月20日)伦敦早盘，市场持续英国首相宣布将提前大选后的热度，英镑兑美元维持在六个月高位附近。,2017-4-20 23:05,英国
美国经济潜在威胁不容忽视 投资黄金宜稳扎稳打,黄金昨日录得近1个月来最大的单日跌幅，不过政治风险限制了下行。,2017-4-20 23:05,"黄金,美国"
日本政府4个月来首次上调企业信心评估,周四(4月20日)日本内阁府发布4月份经济报告，其中宣布上调对企业信心的评估，为4个月来首次。此前日本央行(BOJ)短观调查显示日本4月制造业信心连续第8个月上升。,2017-4-20 23:05,
中国—东盟借商务与投资峰会深化双边经贸合作,4月20日，第14届中国—东盟商务与投资峰会联络官会议在南宁召开。图为会议现场。 广西贸促会供图摄中新网南宁4月20日电 (钟建珊)“2016年，中国与东盟国家的贸易额达到了452...,2017-4-20 23:01,中国
无惧退欧阴云 伦敦金融业工作机会不减,【无惧退欧阴云 伦敦金融业工作机会不减】虽然英国退欧令伦敦金融业蒙上阴影，多家大型银行宣布将转移员工，但专业招聘咨询机构摹根麦肯立(Morgan McKinley)近日发布的伦敦雇...,2017-4-20 22:58,英国
摩根士丹利第一季财报优异,摩根士丹利(MS)周三(4月18日)公布，2017年第一季获利大涨74%，超出分析师的预期。,2017-4-20 22:58,
GCMFX公布破产原因 然而真相远比公司声明更复杂……,零售经纪商GCMFX的合伙公司， Gallant Capital Markets Ltd，其中国公司名称为高伦(投资)上海有限公司，于上周宣布破产。该公司日前于其网站上发布声明，公...,2017-4-20 22:58,中国
今夜卡尼要讲话！分析师：英镑/美元走势分析,周四(4月20日)欧市盘中，英镑/美元持续走高，日内最高升至1.2844，缘于美元的回落。,2017-4-20 22:58,
英镑大多头--瑞信：最新的英镑前景展望,周四(4月20日)欧市盘中，英镑/美元温和走高，日内最高触及1.2844。分析人士指出，短期维持强劲看涨基调！,2017-4-20 22:53,
这是什么情况！？对冲基金减持日元 空头有人借机卖出日元,据彭博报道，由于朝鲜核项目僵局和法国大选前景不明带来的紧张情绪，投资者一直在涌向安全的日元，不过也有人在借机卖出日元。,2017-4-20 22:49,
4月20日交易推荐之趋势追踪：英镑/美元,以下为4月20日FX168交易推荐：推荐操作： 英镑/美元推荐理由：英镑/美元上涨后回撤，不过支撑位仍存，建议在1.275做多，目标位138，止损位135.4.(英镑/美元4小时图...,2017-4-20 22:49,上涨
